parent_chembl_id,name,molecule_type,max_phase,first_approval,withdrawn_flag,canonical_smiles,standard_inchi,standard_inchi_key,full_mwt,mw_freebase,alogp,psa,hbd,hba,num_ro5_violations,n_approved_forms,approved_form_chembl_ids,approved_form_names,has_parent_smiles,bbb_martins_probability,bbb_positive,high_confidence_bbb,rdkit_parse_ok,n_fragments,multifragment_flag,elements,special_elements,other_elements,special_element_flag,other_element_flag,heavy_atoms,rotatable_bonds,torsion_gt32_flag,formal_charge,abs_formal_charge,mol_wt_rdkit,tpsa_rdkit,clogp_rdkit,hbd_rdkit,hba_rdkit,ring_count,manual_review_flag,technical_exclusion_reason,docking_compatible,pdbqt_file,vina_affinity_kcal_mol,status,pose_file,log_file,vina_rank
CHEMBL941,IMATINIB,Small molecule,4.0,2001.0,0,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)",KTUFNOKKBVMGRW-UHFFFAOYSA-N,493.62,493.62,4.59,86.28,2.0,7.0,0.0,2,CHEMBL1642;CHEMBL941,IMATINIB;IMATINIB MESYLATE,1,0.5978286862373352,True,False,True,1,False,C;N;O,,,False,False,37,7,False,0,0,493.6150000000002,86.28000000000002,4.590320000000004,2,7,5,False,,True,ligands_pdbqt/CHEMBL941.pdbqt,-6.444,completed,vina_screening_full/poses/CHEMBL941_out.pdbqt,vina_screening_full/logs/CHEMBL941.log,375
CHEMBL1377,PROGUANIL,Small molecule,4.0,2000.0,0,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,"InChI=1S/C11H16ClN5/c1-7(2)15-10(13)17-11(14)16-9-5-3-8(12)4-6-9/h3-7H,1-2H3,(H5,13,14,15,16,17)",SSOLNOMRVKKSON-UHFFFAOYSA-N,253.74,253.74,2.21,83.79,5.0,2.0,0.0,2,CHEMBL1201059;CHEMBL1377,PROGUANIL;PROGUANIL HYDROCHLORIDE,1,0.7230088710784912,True,False,True,1,False,C;Cl;N,,,False,False,17,2,False,0,0,253.737,83.79,2.209039999999999,5,2,1,False,,True,ligands_pdbqt/CHEMBL1377.pdbqt,-6.442,completed,vina_screening_full/poses/CHEMBL1377_out.pdbqt,vina_screening_full/logs/CHEMBL1377.log,376
CHEMBL877,TRANEXAMIC ACID,Small molecule,4.0,1986.0,0,NC[C@H]1CC[C@H](C(=O)O)CC1,"InChI=1S/C8H15NO2/c9-5-6-1-3-7(4-2-6)8(10)11/h6-7H,1-5,9H2,(H,10,11)/t6-,7-",GYDJEQRTZSCIOI-LJGSYFOKSA-N,157.21,157.21,0.84,63.32,2.0,2.0,0.0,1,CHEMBL877,TRANEXAMIC ACID,1,0.6036708354949951,True,False,True,1,False,C;N;O,,,False,False,11,2,False,0,0,157.21299999999997,63.32000000000001,0.8361000000000001,2,2,1,False,,True,ligands_pdbqt/CHEMBL877.pdbqt,-6.441,completed,vina_screening_full/poses/CHEMBL877_out.pdbqt,vina_screening_full/logs/CHEMBL877.log,377
CHEMBL558,MEXILETINE,Small molecule,4.0,1985.0,0,Cc1cccc(C)c1OCC(C)N,"InChI=1S/C11H17NO/c1-8-5-4-6-9(2)11(8)13-7-10(3)12/h4-6,10H,7,12H2,1-3H3",VLPIATFUUWWMKC-UHFFFAOYSA-N,179.26,179.26,2.03,35.25,1.0,2.0,0.0,2,CHEMBL1200606;CHEMBL558,MEXILETINE;MEXILETINE HYDROCHLORIDE,1,0.9717213392257692,True,True,True,1,False,C;N;O,,,False,False,13,3,False,0,0,179.26299999999998,35.25,2.02944,1,2,1,False,,True,ligands_pdbqt/CHEMBL558.pdbqt,-6.44,completed,vina_screening_full/poses/CHEMBL558_out.pdbqt,vina_screening_full/logs/CHEMBL558.log,378
CHEMBL1448,NICLOSAMIDE,Small molecule,4.0,1982.0,0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,"InChI=1S/C13H8Cl2N2O4/c14-7-1-4-12(18)9(5-7)13(19)16-11-3-2-8(17(20)21)6-10(11)15/h1-6,18H,(H,16,19)",RJMUSRYZPJIFPJ-UHFFFAOYSA-N,327.12,327.12,3.86,92.47,2.0,4.0,0.0,1,CHEMBL1448,NICLOSAMIDE,1,0.5071750938892364,True,False,True,1,False,C;Cl;N;O,,,False,False,21,3,False,0,0,327.12300000000005,92.47,3.859500000000001,2,4,2,False,,True,ligands_pdbqt/CHEMBL1448.pdbqt,-6.434,completed,vina_screening_full/poses/CHEMBL1448_out.pdbqt,vina_screening_full/logs/CHEMBL1448.log,379
CHEMBL439849,VILAZODONE,Small molecule,4.0,2011.0,0,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,"InChI=1S/C26H27N5O2/c27-16-18-4-6-23-22(13-18)19(17-29-23)3-1-2-8-30-9-11-31(12-10-30)21-5-7-24-20(14-21)15-25(33-24)26(28)32/h4-7,13-15,17,29H,1-3,8-12H2,(H2,28,32)",SGEGOXDYSFKCPT-UHFFFAOYSA-N,441.54,441.54,4.03,102.29,2.0,5.0,0.0,2,CHEMBL1615374;CHEMBL439849,VILAZODONE;VILAZODONE HYDROCHLORIDE,1,0.7746220707893372,True,False,True,1,False,C;N;O,,,False,False,33,7,False,0,0,441.5350000000002,102.29,4.029580000000003,2,5,5,False,,True,ligands_pdbqt/CHEMBL439849.pdbqt,-6.429,completed,vina_screening_full/poses/CHEMBL439849_out.pdbqt,vina_screening_full/logs/CHEMBL439849.log,380
CHEMBL550,PILOCARPINE,Small molecule,4.0,1974.0,0,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,"InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3/t8-,10-/m0/s1",QCHFTSOMWOSFHM-WPRPVWTQSA-N,208.26,208.26,1.16,44.12,0.0,4.0,0.0,2,CHEMBL1200330;CHEMBL550,PILOCARPINE;PILOCARPINE HYDROCHLORIDE,1,0.8994013071060181,True,True,True,1,False,C;N;O,,,False,False,15,3,False,0,0,208.261,44.12,1.1618000000000002,0,3,2,False,,True,ligands_pdbqt/CHEMBL550.pdbqt,-6.42,completed,vina_screening_full/poses/CHEMBL550_out.pdbqt,vina_screening_full/logs/CHEMBL550.log,381
CHEMBL54,HALOPERIDOL,Small molecule,4.0,1967.0,0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",LNEPOXFFQSENCJ-UHFFFAOYSA-N,375.87,375.87,4.43,40.54,1.0,3.0,0.0,2,CHEMBL4297147;CHEMBL54,HALOPERIDOL;HALOPERIDOL LACTATE,1,0.9801033020019532,True,True,True,1,False,C;Cl;F;N;O,,,False,False,26,6,False,0,0,375.87100000000015,40.540000000000006,4.425600000000004,1,3,3,False,,True,ligands_pdbqt/CHEMBL54.pdbqt,-6.417,completed,vina_screening_full/poses/CHEMBL54_out.pdbqt,vina_screening_full/logs/CHEMBL54.log,382
CHEMBL1201758,BEPOTASTINE,Small molecule,4.0,2009.0,0,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,"InChI=1S/C21H25ClN2O3/c22-17-8-6-16(7-9-17)21(19-4-1-2-12-23-19)27-18-10-14-24(15-11-18)13-3-5-20(25)26/h1-2,4,6-9,12,18,21H,3,5,10-11,13-15H2,(H,25,26)/t21-/m0/s1",YWGDOWXRIALTES-NRFANRHFSA-N,388.9,388.9,4.17,62.66,1.0,4.0,0.0,2,CHEMBL1201758;CHEMBL1201759,BEPOTASTINE;BEPOTASTINE BESYLATE,1,0.6979790568351746,True,False,True,1,False,C;Cl;N;O,,,False,False,27,8,False,0,0,388.8950000000002,62.66,4.170200000000004,1,4,3,False,,True,ligands_pdbqt/CHEMBL1201758.pdbqt,-6.415,completed,vina_screening_full/poses/CHEMBL1201758_out.pdbqt,vina_screening_full/logs/CHEMBL1201758.log,383
CHEMBL1201863,DEXLANSOPRAZOLE,Small molecule,4.0,2009.0,0,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,"InChI=1S/C16H14F3N3O2S/c1-10-13(20-7-6-14(10)24-9-16(17,18)19)8-25(23)15-21-11-4-2-3-5-12(11)22-15/h2-7H,8-9H2,1H3,(H,21,22)/t25-/m1/s1",MJIHNNLFOKEZEW-RUZDIDTESA-N,369.37,369.37,3.52,73.86,1.0,4.0,0.0,1,CHEMBL1201863,DEXLANSOPRAZOLE,1,0.938470423221588,True,True,True,1,False,C;F;N;O;S,,,False,False,25,5,False,0,0,369.3680000000001,73.86,3.515220000000001,1,4,3,False,,True,ligands_pdbqt/CHEMBL1201863.pdbqt,-6.414,completed,vina_screening_full/poses/CHEMBL1201863_out.pdbqt,vina_screening_full/logs/CHEMBL1201863.log,384
CHEMBL196,ASCORBIC ACID,Small molecule,4.0,1985.0,0,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1",CIWBSHSKHKDKBQ-JLAZNSOCSA-N,176.12,176.12,-1.41,107.22,4.0,6.0,0.0,1,CHEMBL196,ASCORBIC ACID,1,0.6246308147907257,True,False,True,1,False,C;O,,,False,False,12,2,False,0,0,176.124,107.22,-1.4073999999999995,4,6,1,False,,True,ligands_pdbqt/CHEMBL196.pdbqt,-6.411,completed,vina_screening_full/poses/CHEMBL196_out.pdbqt,vina_screening_full/logs/CHEMBL196.log,385
CHEMBL203266,TRIMETAZIDINE,Small molecule,4.0,,0,COc1ccc(CN2CCNCC2)c(OC)c1OC,"InChI=1S/C14H22N2O3/c1-17-12-5-4-11(13(18-2)14(12)19-3)10-16-8-6-15-7-9-16/h4-5,15H,6-10H2,1-3H3",UHWVSEOVJBQKBE-UHFFFAOYSA-N,266.34,266.34,1.12,42.96,1.0,5.0,0.0,2,CHEMBL203266;CHEMBL3561076,TRIMETAZIDINE;TRIMETAZIDINE DIHYDROCHLORIDE,1,0.963401472568512,True,True,True,1,False,C;N;O,,,False,False,19,5,False,0,0,266.34099999999995,42.96000000000001,1.1176,1,5,2,False,,True,ligands_pdbqt/CHEMBL203266.pdbqt,-6.409,completed,vina_screening_full/poses/CHEMBL203266_out.pdbqt,vina_screening_full/logs/CHEMBL203266.log,386
CHEMBL1525826,SULFALENE,Small molecule,4.0,,0,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,"InChI=1S/C11H12N4O3S/c1-18-11-10(13-6-7-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,15)",KXRZBTAEDBELFD-UHFFFAOYSA-N,280.31,280.31,0.87,107.2,2.0,6.0,0.0,1,CHEMBL1525826,SULFALENE,1,0.6748514175415039,True,False,True,1,False,C;N;O;S,,,False,False,19,4,False,0,0,280.309,107.2,0.8681999999999999,2,6,2,False,,True,ligands_pdbqt/CHEMBL1525826.pdbqt,-6.407,completed,vina_screening_full/poses/CHEMBL1525826_out.pdbqt,vina_screening_full/logs/CHEMBL1525826.log,387
CHEMBL1201201,METHAMPHETAMINE,Small molecule,4.0,1943.0,0,CN[C@@H](C)Cc1ccccc1,"InChI=1S/C10H15N/c1-9(11-2)8-10-6-4-3-5-7-10/h3-7,9,11H,8H2,1-2H3/t9-/m0/s1",MYWUZJCMWCOHBA-VIFPVBQESA-N,149.24,149.24,1.84,12.03,1.0,1.0,0.0,2,CHEMBL1200952;CHEMBL1201201,METHAMPHETAMINE;METHAMPHETAMINE HYDROCHLORIDE,1,0.947364890575409,True,True,True,1,False,C;N,,,False,False,11,3,False,0,0,149.237,12.03,1.837,1,1,1,False,,True,ligands_pdbqt/CHEMBL1201201.pdbqt,-6.405,completed,vina_screening_full/poses/CHEMBL1201201_out.pdbqt,vina_screening_full/logs/CHEMBL1201201.log,388
CHEMBL701,BACLOFEN,Small molecule,4.0,1977.0,0,NCC(CC(=O)O)c1ccc(Cl)cc1,"InChI=1S/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)",KPYSYYIEGFHWSV-UHFFFAOYSA-N,213.66,213.66,1.86,63.32,2.0,2.0,0.0,1,CHEMBL701,BACLOFEN,1,0.627772718667984,True,False,True,1,False,C;Cl;N;O,,,False,False,14,4,False,0,0,213.664,63.32000000000001,1.857,2,2,1,False,,True,ligands_pdbqt/CHEMBL701.pdbqt,-6.395,completed,vina_screening_full/poses/CHEMBL701_out.pdbqt,vina_screening_full/logs/CHEMBL701.log,389
CHEMBL1200866,PERFLUBRON,Small molecule,4.0,1993.0,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,"InChI=1S/C8BrF17/c9-7(22,23)5(18,19)3(14,15)1(10,11)2(12,13)4(16,17)6(20,21)8(24,25)26",WTWWXOGTJWMJHI-UHFFFAOYSA-N,498.96,498.96,6.35,0.0,0.0,0.0,1.0,1,CHEMBL1200866,PERFLUBRON,1,0.9776830911636352,True,True,True,1,False,Br;C;F,,,False,False,26,6,False,0,0,498.958,0.0,6.348200000000002,0,0,0,False,,True,ligands_pdbqt/CHEMBL1200866.pdbqt,-6.385,completed,vina_screening_full/poses/CHEMBL1200866_out.pdbqt,vina_screening_full/logs/CHEMBL1200866.log,390
CHEMBL3655081,ABROCITINIB,Small molecule,4.0,2021.0,0,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,"InChI=1S/C14H21N5O2S/c1-3-6-22(20,21)18-10-7-11(8-10)19(2)14-12-4-5-15-13(12)16-9-17-14/h4-5,9-11,18H,3,6-8H2,1-2H3,(H,15,16,17)/t10-,11+",IUEWXNHSKRWHDY-PHIMTYICSA-N,323.42,323.42,1.25,90.98,2.0,5.0,0.0,1,CHEMBL3655081,ABROCITINIB,1,0.881689453125,True,True,True,1,False,C;N;O;S,,,False,False,22,6,False,0,0,323.4220000000001,90.98,1.2544999999999995,2,5,3,False,,True,ligands_pdbqt/CHEMBL3655081.pdbqt,-6.381,completed,vina_screening_full/poses/CHEMBL3655081_out.pdbqt,vina_screening_full/logs/CHEMBL3655081.log,391
CHEMBL86,METOCLOPRAMIDE,Small molecule,4.0,1979.0,0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,"InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",TTWJBBZEZQICBI-UHFFFAOYSA-N,299.8,299.8,2.0,67.59,2.0,4.0,0.0,2,CHEMBL1200940;CHEMBL86,METOCLOPRAMIDE;METOCLOPRAMIDE HYDROCHLORIDE,1,0.982889711856842,True,True,True,1,False,C;Cl;N;O,,,False,False,20,7,False,0,0,299.8020000000001,67.59,2.0024,2,4,1,False,,True,ligands_pdbqt/CHEMBL86.pdbqt,-6.381,completed,vina_screening_full/poses/CHEMBL86_out.pdbqt,vina_screening_full/logs/CHEMBL86.log,392
CHEMBL1201234,MEPHENTERMINE,Small molecule,4.0,1951.0,0,CNC(C)(C)Cc1ccccc1,"InChI=1S/C11H17N/c1-11(2,12-3)9-10-7-5-4-6-8-10/h4-8,12H,9H2,1-3H3",RXQCGGRTAILOIN-UHFFFAOYSA-N,163.26,163.26,2.23,12.03,1.0,1.0,0.0,2,CHEMBL1201234;CHEMBL3184799,MEPHENTERMINE;MEPHENTERMINE SULFATE,1,0.9665486574172972,True,True,True,1,False,C;N,,,False,False,12,3,False,0,0,163.264,12.03,2.2271,1,1,1,False,,True,ligands_pdbqt/CHEMBL1201234.pdbqt,-6.379,completed,vina_screening_full/poses/CHEMBL1201234_out.pdbqt,vina_screening_full/logs/CHEMBL1201234.log,393
CHEMBL424,SALICYLIC ACID,Small molecule,4.0,,0,O=C(O)c1ccccc1O,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,138.12,138.12,1.09,57.53,2.0,2.0,0.0,1,CHEMBL424,SALICYLIC ACID,1,0.5116792142391204,True,False,True,1,False,C;O,,,False,False,10,1,False,0,0,138.122,57.53,1.0903999999999998,2,2,1,False,,True,ligands_pdbqt/CHEMBL424.pdbqt,-6.377,completed,vina_screening_full/poses/CHEMBL424_out.pdbqt,vina_screening_full/logs/CHEMBL424.log,394
CHEMBL134,CLONIDINE,Small molecule,4.0,1974.0,0,Clc1cccc(Cl)c1NC1=NCCN1,"InChI=1S/C9H9Cl2N3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)",GJSURZIOUXUGAL-UHFFFAOYSA-N,230.1,230.1,2.36,36.42,2.0,3.0,0.0,2,CHEMBL134;CHEMBL1705,CLONIDINE;CLONIDINE HYDROCHLORIDE,1,0.9249603748321532,True,True,True,1,False,C;Cl;N,,,False,False,14,1,False,0,0,230.098,36.42,2.3645,2,3,2,False,,True,ligands_pdbqt/CHEMBL134.pdbqt,-6.371,completed,vina_screening_full/poses/CHEMBL134_out.pdbqt,vina_screening_full/logs/CHEMBL134.log,395
CHEMBL1233,CARISOPRODOL,Small molecule,4.0,1959.0,1,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,"InChI=1S/C12H24N2O4/c1-5-6-12(4,7-17-10(13)15)8-18-11(16)14-9(2)3/h9H,5-8H2,1-4H3,(H2,13,15)(H,14,16)",OFZCIYFFPZCNJE-UHFFFAOYSA-N,260.33,260.33,2.02,90.65,2.0,4.0,0.0,1,CHEMBL1233,CARISOPRODOL,1,0.9804309725761412,True,True,True,1,False,C;N;O,,,False,False,18,7,False,0,0,260.334,90.65,2.0227,2,4,0,False,,True,ligands_pdbqt/CHEMBL1233.pdbqt,-6.369,completed,vina_screening_full/poses/CHEMBL1233_out.pdbqt,vina_screening_full/logs/CHEMBL1233.log,396
CHEMBL498,CHLORPROPAMIDE,Small molecule,4.0,1958.0,0,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"InChI=1S/C10H13ClN2O3S/c1-2-7-12-10(14)13-17(15,16)9-5-3-8(11)4-6-9/h3-6H,2,7H2,1H3,(H2,12,13,14)",RKWGIWYCVPQPMF-UHFFFAOYSA-N,276.75,276.75,1.74,75.27,2.0,3.0,0.0,1,CHEMBL498,CHLORPROPAMIDE,1,0.5769166767597198,True,False,True,1,False,C;Cl;N;O;S,,,False,False,17,4,False,0,0,276.745,75.27000000000001,1.7379,2,3,1,False,,True,ligands_pdbqt/CHEMBL498.pdbqt,-6.362,completed,vina_screening_full/poses/CHEMBL498_out.pdbqt,vina_screening_full/logs/CHEMBL498.log,397
CHEMBL1200829,GLUCONOLACTONE,Small molecule,4.0,1990.0,0,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3-,4+,5-/m1/s1",PHOQVHQSTUBQQK-SQOUGZDYSA-N,178.14,178.14,-3.01,107.22,4.0,6.0,0.0,1,CHEMBL1200829,GLUCONOLACTONE,1,0.68594890832901,True,False,True,1,False,C;O,,,False,False,12,1,False,0,0,178.14,107.22,-3.0132000000000008,4,6,1,False,,True,ligands_pdbqt/CHEMBL1200829.pdbqt,-6.361,completed,vina_screening_full/poses/CHEMBL1200829_out.pdbqt,vina_screening_full/logs/CHEMBL1200829.log,398
CHEMBL108545,METHYL SALICYLATE,Small molecule,4.0,2008.0,0,COC(=O)c1ccccc1O,"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",OSWPMRLSEDHDFF-UHFFFAOYSA-N,152.15,152.15,1.18,46.53,1.0,3.0,0.0,1,CHEMBL108545,METHYL SALICYLATE,1,0.9216448783874512,True,True,True,1,False,C;O,,,False,False,11,1,False,0,0,152.14899999999997,46.53,1.1787999999999998,1,3,1,False,,True,ligands_pdbqt/CHEMBL108545.pdbqt,-6.36,completed,vina_screening_full/poses/CHEMBL108545_out.pdbqt,vina_screening_full/logs/CHEMBL108545.log,399
CHEMBL2105275,PROPYLHEXEDRINE,Small molecule,4.0,,1,CNC(C)CC1CCCCC1,"InChI=1S/C10H21N/c1-9(11-2)8-10-6-4-3-5-7-10/h9-11H,3-8H2,1-2H3",JCRIVQIOJSSCQD-UHFFFAOYSA-N,155.28,155.28,2.56,12.03,1.0,1.0,0.0,1,CHEMBL2105275,PROPYLHEXEDRINE,1,0.981743347644806,True,True,True,1,False,C;N,,,False,False,11,3,False,0,0,155.28499999999997,12.03,2.564700000000001,1,1,1,False,,True,ligands_pdbqt/CHEMBL2105275.pdbqt,-6.348,completed,vina_screening_full/poses/CHEMBL2105275_out.pdbqt,vina_screening_full/logs/CHEMBL2105275.log,400
CHEMBL1619,CLADRIBINE,Small molecule,4.0,1993.0,0,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,"InChI=1S/C10H12ClN5O3/c11-10-14-8(12)7-9(15-10)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,17-18H,1-2H2,(H2,12,14,15)/t4-,5+,6+/m0/s1",PTOAARAWEBMLNO-KVQBGUIXSA-N,285.69,285.69,-0.3,119.31,3.0,8.0,0.0,1,CHEMBL1619,CLADRIBINE,1,0.8986570596694946,True,True,True,1,False,C;Cl;N;O,,,False,False,19,2,False,0,0,285.69100000000003,119.31000000000002,-0.2974000000000004,3,7,3,False,,True,ligands_pdbqt/CHEMBL1619.pdbqt,-6.348,completed,vina_screening_full/poses/CHEMBL1619_out.pdbqt,vina_screening_full/logs/CHEMBL1619.log,401
CHEMBL15023,TRIFLUPERIDOL,Small molecule,4.0,,0,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,"InChI=1S/C22H23F4NO2/c23-19-8-6-16(7-9-19)20(28)5-2-12-27-13-10-21(29,11-14-27)17-3-1-4-18(15-17)22(24,25)26/h1,3-4,6-9,15,29H,2,5,10-14H2",GPMXUUPHFNMNDH-UHFFFAOYSA-N,409.42,409.42,4.79,40.54,1.0,3.0,0.0,1,CHEMBL15023,TRIFLUPERIDOL,1,0.986273205280304,True,True,True,1,False,C;F;N;O,,,False,False,29,6,False,0,0,409.4230000000002,40.540000000000006,4.791000000000004,1,3,3,False,,True,ligands_pdbqt/CHEMBL15023.pdbqt,-6.347,completed,vina_screening_full/poses/CHEMBL15023_out.pdbqt,vina_screening_full/logs/CHEMBL15023.log,402
CHEMBL612,DEXTROAMPHETAMINE,Small molecule,4.0,1955.0,0,C[C@H](N)Cc1ccccc1,"InChI=1S/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3/t8-/m0/s1",KWTSXDURSIMDCE-QMMMGPOBSA-N,135.21,135.21,1.58,26.02,1.0,1.0,0.0,4,CHEMBL1200782;CHEMBL3544971;CHEMBL3989844;CHEMBL612,DEXTROAMPHETAMINE;DEXTROAMPHETAMINE ADIPATE;DEXTROAMPHETAMINE SACCHARATE;DEXTROAMPHETAMINE SULFATE,1,0.957048761844635,True,True,True,1,False,C;N,,,False,False,10,2,False,0,0,135.20999999999998,26.02,1.5763,1,1,1,False,,True,ligands_pdbqt/CHEMBL612.pdbqt,-6.346,completed,vina_screening_full/poses/CHEMBL612_out.pdbqt,vina_screening_full/logs/CHEMBL612.log,403
CHEMBL1908919,FLORBETAPIR,Small molecule,4.0,2012.0,0,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,"InChI=1S/C20H25FN2O3/c1-22-19-7-4-17(5-8-19)2-3-18-6-9-20(23-16-18)26-15-14-25-13-12-24-11-10-21/h2-9,16,22H,10-15H2,1H3/b3-2+",YNDIAUKFXKEXSV-NSCUHMNNSA-N,360.43,360.43,3.68,52.61,1.0,5.0,0.0,2,CHEMBL1774461;CHEMBL1908919,FLORBETAPIR;FLORBETAPIR F 18,1,0.8432718873023987,True,True,True,1,False,C;F;N;O,,,False,False,26,12,False,0,0,360.429,52.61,3.675200000000003,1,5,2,False,,True,ligands_pdbqt/CHEMBL1908919.pdbqt,-6.344,completed,vina_screening_full/poses/CHEMBL1908919_out.pdbqt,vina_screening_full/logs/CHEMBL1908919.log,404
CHEMBL51,KETANSERIN,Small molecule,4.0,,0,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,"InChI=1S/C22H22FN3O3/c23-17-7-5-15(6-8-17)20(27)16-9-11-25(12-10-16)13-14-26-21(28)18-3-1-2-4-19(18)24-22(26)29/h1-8,16H,9-14H2,(H,24,29)",FPCCSQOGAWCVBH-UHFFFAOYSA-N,395.43,395.43,2.42,75.17,1.0,5.0,0.0,1,CHEMBL51,KETANSERIN,1,0.973391878604889,True,True,True,1,False,C;F;N;O,,,False,False,29,5,False,0,0,395.43400000000014,75.17,2.423800000000001,1,4,4,False,,True,ligands_pdbqt/CHEMBL51.pdbqt,-6.342,completed,vina_screening_full/poses/CHEMBL51_out.pdbqt,vina_screening_full/logs/CHEMBL51.log,405
CHEMBL1043,DAPSONE,Small molecule,4.0,1979.0,0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",MQJKPEGWNLWLTK-UHFFFAOYSA-N,248.31,248.31,1.68,86.18,2.0,4.0,0.0,1,CHEMBL1043,DAPSONE,1,0.6232954144477845,True,False,True,1,False,C;N;O;S,,,False,False,17,2,False,0,0,248.307,86.18,1.6838000000000002,2,4,2,False,,True,ligands_pdbqt/CHEMBL1043.pdbqt,-6.342,completed,vina_screening_full/poses/CHEMBL1043_out.pdbqt,vina_screening_full/logs/CHEMBL1043.log,406
CHEMBL16,PHENYTOIN,Small molecule,4.0,1953.0,0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",CXOFVDLJLONNDW-UHFFFAOYSA-N,252.27,252.27,1.77,58.2,2.0,2.0,0.0,2,CHEMBL16;CHEMBL1611,PHENYTOIN;PHENYTOIN SODIUM,1,0.9773035526275636,True,True,True,1,False,C;N;O,,,False,False,19,2,False,0,0,252.273,58.2,1.7696,2,2,3,False,,True,ligands_pdbqt/CHEMBL16.pdbqt,-6.341,completed,vina_screening_full/poses/CHEMBL16_out.pdbqt,vina_screening_full/logs/CHEMBL16.log,407
