parent_chembl_id,name,molecule_type,max_phase,first_approval,withdrawn_flag,canonical_smiles,standard_inchi,standard_inchi_key,full_mwt,mw_freebase,alogp,psa,hbd,hba,num_ro5_violations,n_approved_forms,approved_form_chembl_ids,approved_form_names,has_parent_smiles,bbb_martins_probability,bbb_positive,high_confidence_bbb,rdkit_parse_ok,n_fragments,multifragment_flag,elements,special_elements,other_elements,special_element_flag,other_element_flag,heavy_atoms,rotatable_bonds,torsion_gt32_flag,formal_charge,abs_formal_charge,mol_wt_rdkit,tpsa_rdkit,clogp_rdkit,hbd_rdkit,hba_rdkit,ring_count,manual_review_flag,technical_exclusion_reason,docking_compatible,pdbqt_file,vina_affinity_kcal_mol,status,pose_file,log_file,vina_rank
CHEMBL1643895,RAMOSETRON,Small molecule,4.0,2015.0,0,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,"InChI=1S/C17H17N3O/c1-20-9-13(12-4-2-3-5-16(12)20)17(21)11-6-7-14-15(8-11)19-10-18-14/h2-5,9-11H,6-8H2,1H3,(H,18,19)/t11-/m1/s1",NTHPAPBPFQJABD-LLVKDONJSA-N,279.34,279.34,2.89,50.68,1.0,3.0,0.0,2,CHEMBL1643895;CHEMBL3181841,RAMOSETRON;RAMOSETRON HYDROCHLORIDE,1,0.9569004058837892,True,True,True,1,False,C;N;O,,,False,False,21,2,False,0,0,279.343,50.68,2.889200000000001,1,2,4,False,,True,ligands_pdbqt/CHEMBL1643895.pdbqt,-10.178,completed,vina_screening_full/poses/CHEMBL1643895_out.pdbqt,vina_screening_full/logs/CHEMBL1643895.log,1
CHEMBL276520,INDALPINE,Small molecule,4.0,,1,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,"InChI=1S/C15H20N2/c1-2-4-15-14(3-1)13(11-17-15)6-5-12-7-9-16-10-8-12/h1-4,11-12,16-17H,5-10H2",SADQVAVFGNTEOD-UHFFFAOYSA-N,228.34,228.34,3.1,27.82,2.0,1.0,0.0,1,CHEMBL276520,INDALPINE,1,0.990087866783142,True,True,True,1,False,C;N,,,False,False,17,3,False,0,0,228.339,27.82,3.100100000000001,2,1,3,False,,True,ligands_pdbqt/CHEMBL276520.pdbqt,-10.073,completed,vina_screening_full/poses/CHEMBL276520_out.pdbqt,vina_screening_full/logs/CHEMBL276520.log,2
CHEMBL1801800,METABROMSALAN,Small molecule,4.0,,1,O=C(Nc1ccccc1)c1cc(Br)cc(Br)c1O,"InChI=1S/C13H9Br2NO2/c14-8-6-10(12(17)11(15)7-8)13(18)16-9-4-2-1-3-5-9/h1-7,17H,(H,16,18)",YALKQBRWLMDVSA-UHFFFAOYSA-N,371.03,371.03,4.17,49.33,2.0,2.0,0.0,1,CHEMBL1801800,METABROMSALAN,1,0.7437219858169556,True,False,True,1,False,Br;C;N;O,,,False,False,18,2,False,0,0,371.028,49.33,4.169500000000002,2,2,2,False,,True,ligands_pdbqt/CHEMBL1801800.pdbqt,-9.973,completed,vina_screening_full/poses/CHEMBL1801800_out.pdbqt,vina_screening_full/logs/CHEMBL1801800.log,3
CHEMBL490,PAROXETINE,Small molecule,4.0,1992.0,0,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,"InChI=1S/C19H20FNO3/c20-15-3-1-13(2-4-15)17-7-8-21-10-14(17)11-22-16-5-6-18-19(9-16)24-12-23-18/h1-6,9,14,17,21H,7-8,10-12H2/t14-,17-/m0/s1",AHOUBRCZNHFOSL-YOEHRIQHSA-N,329.37,329.37,3.33,39.72,1.0,4.0,0.0,3,CHEMBL1200609;CHEMBL490;CHEMBL6067650,PAROXETINE;PAROXETINE HYDROCHLORIDE;PAROXETINE MESYLATE,1,0.9880037188529968,True,True,True,1,False,C;F;N;O,,,False,False,24,4,False,0,0,329.3710000000001,39.72,3.326500000000002,1,4,4,False,,True,ligands_pdbqt/CHEMBL490.pdbqt,-9.814,completed,vina_screening_full/poses/CHEMBL490_out.pdbqt,vina_screening_full/logs/CHEMBL490.log,4
CHEMBL973,TERIFLUNOMIDE,Small molecule,4.0,2012.0,0,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,"InChI=1S/C12H9F3N2O2/c1-7(18)10(6-16)11(19)17-9-4-2-8(3-5-9)12(13,14)15/h2-5,18H,1H3,(H,17,19)/b10-7-",UTNUDOFZCWSZMS-YFHOEESVSA-N,270.21,270.21,3.0,73.12,2.0,3.0,0.0,1,CHEMBL973,TERIFLUNOMIDE,1,0.7860930919647217,True,False,True,1,False,C;F;N;O,,,False,False,19,2,False,0,0,270.21,73.11999999999999,2.99948,2,3,1,False,,True,ligands_pdbqt/CHEMBL973.pdbqt,-9.536,completed,vina_screening_full/poses/CHEMBL973_out.pdbqt,vina_screening_full/logs/CHEMBL973.log,5
CHEMBL960,LEFLUNOMIDE,Small molecule,4.0,1998.0,0,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",VHOGYURTWQBHIL-UHFFFAOYSA-N,270.21,270.21,3.25,55.13,1.0,3.0,0.0,1,CHEMBL960,LEFLUNOMIDE,1,0.9767659902572632,True,True,True,1,False,C;F;N;O,,,False,False,19,2,False,0,0,270.21,55.13,3.254120000000001,1,3,2,False,,True,ligands_pdbqt/CHEMBL960.pdbqt,-9.397,completed,vina_screening_full/poses/CHEMBL960_out.pdbqt,vina_screening_full/logs/CHEMBL960.log,6
CHEMBL1079604,METAXALONE,Small molecule,4.0,1962.0,0,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,"InChI=1S/C12H15NO3/c1-8-3-9(2)5-10(4-8)15-7-11-6-13-12(14)16-11/h3-5,11H,6-7H2,1-2H3,(H,13,14)",IMWZZHHPURKASS-UHFFFAOYSA-N,221.26,221.26,1.79,47.56,1.0,3.0,0.0,1,CHEMBL1079604,METAXALONE,1,0.98058500289917,True,True,True,1,False,C;N;O,,,False,False,16,3,False,0,0,221.256,47.56,1.7906399999999998,1,3,2,False,,True,ligands_pdbqt/CHEMBL1079604.pdbqt,-9.311,completed,vina_screening_full/poses/CHEMBL1079604_out.pdbqt,vina_screening_full/logs/CHEMBL1079604.log,7
CHEMBL631,PROPAFENONE,Small molecule,4.0,1989.0,0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3",JWHAUXFOSRPERK-UHFFFAOYSA-N,341.45,341.45,3.24,58.56,2.0,4.0,0.0,2,CHEMBL1201063;CHEMBL631,PROPAFENONE;PROPAFENONE HYDROCHLORIDE,1,0.5111854374408722,True,False,True,1,False,C;N;O,,,False,False,25,11,False,0,0,341.4510000000001,58.56,3.2414000000000023,2,4,2,False,,True,ligands_pdbqt/CHEMBL631.pdbqt,-9.222,completed,vina_screening_full/poses/CHEMBL631_out.pdbqt,vina_screening_full/logs/CHEMBL631.log,8
CHEMBL942,BISACODYL,Small molecule,4.0,2004.0,0,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,"InChI=1S/C22H19NO4/c1-15(24)26-19-10-6-17(7-11-19)22(21-5-3-4-14-23-21)18-8-12-20(13-9-18)27-16(2)25/h3-14,22H,1-2H3",KHOITXIGCFIULA-UHFFFAOYSA-N,361.4,361.4,4.11,65.49,0.0,5.0,0.0,1,CHEMBL942,BISACODYL,1,0.5241123139858246,True,False,True,1,False,C;N;O,,,False,False,27,5,False,0,0,361.3970000000001,65.49000000000001,4.112400000000003,0,5,3,False,,True,ligands_pdbqt/CHEMBL942.pdbqt,-9.171,completed,vina_screening_full/poses/CHEMBL942_out.pdbqt,vina_screening_full/logs/CHEMBL942.log,9
CHEMBL141305,CYCLOFENIL,Small molecule,4.0,,1,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,"InChI=1S/C23H24O4/c1-16(24)26-21-12-8-19(9-13-21)23(18-6-4-3-5-7-18)20-10-14-22(15-11-20)27-17(2)25/h8-15H,3-7H2,1-2H3",GVOUFPWUYJWQSK-UHFFFAOYSA-N,364.44,364.44,5.3,52.6,0.0,4.0,1.0,1,CHEMBL141305,CYCLOFENIL,1,0.5518963158130645,True,False,True,1,False,C;O,,,False,False,27,4,False,0,0,364.441,52.6,5.303200000000005,0,4,3,False,,True,ligands_pdbqt/CHEMBL141305.pdbqt,-9.09,completed,vina_screening_full/poses/CHEMBL141305_out.pdbqt,vina_screening_full/logs/CHEMBL141305.log,10
CHEMBL41,FLUOXETINE,Small molecule,4.0,1987.0,0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",RTHCYVBBDHJXIQ-UHFFFAOYSA-N,309.33,309.33,4.44,21.26,1.0,2.0,0.0,2,CHEMBL1201082;CHEMBL41,FLUOXETINE;FLUOXETINE HYDROCHLORIDE,1,0.9369929075241088,True,True,True,1,False,C;F;N;O,,,False,False,22,6,False,0,0,309.331,21.26,4.435000000000003,1,2,2,False,,True,ligands_pdbqt/CHEMBL41.pdbqt,-9.061,completed,vina_screening_full/poses/CHEMBL41_out.pdbqt,vina_screening_full/logs/CHEMBL41.log,11
CHEMBL936,DIPHENIDOL,Small molecule,4.0,1967.0,0,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,"InChI=1S/C21H27NO/c23-21(19-11-4-1-5-12-19,20-13-6-2-7-14-20)15-10-18-22-16-8-3-9-17-22/h1-2,4-7,11-14,23H,3,8-10,15-18H2",OGAKLTJNUQRZJU-UHFFFAOYSA-N,309.45,309.45,4.19,23.47,1.0,2.0,0.0,2,CHEMBL1529;CHEMBL936,DIPHENIDOL;DIPHENIDOL HYDROCHLORIDE,1,0.9496505856513976,True,True,True,1,False,C;N;O,,,False,False,23,6,False,0,0,309.45300000000003,23.47,4.188600000000004,1,2,3,False,,True,ligands_pdbqt/CHEMBL936.pdbqt,-9.033,completed,vina_screening_full/poses/CHEMBL936_out.pdbqt,vina_screening_full/logs/CHEMBL936.log,12
CHEMBL472,GLYBURIDE,Small molecule,4.0,1984.0,0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)",ZNNLBTZKUZBEKO-UHFFFAOYSA-N,494.01,494.01,3.64,113.6,3.0,5.0,0.0,1,CHEMBL472,GLYBURIDE,1,0.7403897881507874,True,False,True,1,False,C;Cl;N;O;S,,,False,False,33,8,False,0,0,494.0130000000003,113.6,3.641700000000003,3,5,3,False,,True,ligands_pdbqt/CHEMBL472.pdbqt,-8.974,completed,vina_screening_full/poses/CHEMBL472_out.pdbqt,vina_screening_full/logs/CHEMBL472.log,13
CHEMBL1200370,BENZOYL PEROXIDE,Small molecule,4.0,1984.0,0,O=C(OOC(=O)c1ccccc1)c1ccccc1,InChI=1S/C14H10O4/c15-13(11-7-3-1-4-8-11)17-18-14(16)12-9-5-2-6-10-12/h1-10H,OMPJBNCRMGITSC-UHFFFAOYSA-N,242.23,242.23,2.62,52.6,0.0,4.0,0.0,1,CHEMBL1200370,BENZOYL PEROXIDE,1,0.9682695508003236,True,True,True,1,False,C;O,,,False,False,18,2,False,0,0,242.23,52.6,2.615400000000001,0,4,2,False,,True,ligands_pdbqt/CHEMBL1200370.pdbqt,-8.959,completed,vina_screening_full/poses/CHEMBL1200370_out.pdbqt,vina_screening_full/logs/CHEMBL1200370.log,14
CHEMBL1201168,ISOCARBOXAZID,Small molecule,4.0,1959.0,1,Cc1cc(C(=O)NNCc2ccccc2)no1,"InChI=1S/C12H13N3O2/c1-9-7-11(15-17-9)12(16)14-13-8-10-5-3-2-4-6-10/h2-7,13H,8H2,1H3,(H,14,16)",XKFPYPQQHFEXRZ-UHFFFAOYSA-N,231.25,231.25,1.42,67.16,2.0,4.0,0.0,1,CHEMBL1201168,ISOCARBOXAZID,1,0.9393381476402284,True,True,True,1,False,C;N;O,,,False,False,17,4,False,0,0,231.255,67.16,1.4176199999999997,2,4,2,False,,True,ligands_pdbqt/CHEMBL1201168.pdbqt,-8.909,completed,vina_screening_full/poses/CHEMBL1201168_out.pdbqt,vina_screening_full/logs/CHEMBL1201168.log,15
CHEMBL1239,BENZYL BENZOATE,Small molecule,4.0,1976.0,0,O=C(OCc1ccccc1)c1ccccc1,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",SESFRYSPDFLNCH-UHFFFAOYSA-N,212.25,212.25,3.04,26.3,0.0,2.0,0.0,1,CHEMBL1239,BENZYL BENZOATE,1,0.911142098903656,True,True,True,1,False,C;O,,,False,False,16,3,False,0,0,212.248,26.3,3.0436000000000014,0,2,2,False,,True,ligands_pdbqt/CHEMBL1239.pdbqt,-8.893,completed,vina_screening_full/poses/CHEMBL1239_out.pdbqt,vina_screening_full/logs/CHEMBL1239.log,16
CHEMBL572,NITROFURANTOIN,Small molecule,4.0,1953.0,0,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)/b9-3+",NXFQHRVNIOXGAQ-YCRREMRBSA-N,238.16,238.16,0.07,118.05,1.0,6.0,0.0,2,CHEMBL1201000;CHEMBL572,NITROFURANTOIN;NITROFURANTOIN SODIUM,1,0.9671146273612976,True,True,True,1,False,C;N;O,,,False,False,17,3,False,0,0,238.159,118.05,0.0734999999999999,1,6,2,False,,True,ligands_pdbqt/CHEMBL572.pdbqt,-8.876,completed,vina_screening_full/poses/CHEMBL572_out.pdbqt,vina_screening_full/logs/CHEMBL572.log,17
CHEMBL170988,PHENFORMIN,Small molecule,4.0,,1,N=C(N)NC(=N)NCCc1ccccc1,"InChI=1S/C10H15N5/c11-9(12)15-10(13)14-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H6,11,12,13,14,15)",ICFJFFQQTFMIBG-UHFFFAOYSA-N,205.26,205.26,0.24,97.78,5.0,2.0,0.0,2,CHEMBL1528839;CHEMBL170988,PHENFORMIN;PHENFORMIN HYDROCHLORIDE,1,0.645997965335846,True,False,True,1,False,C;N,,,False,False,15,3,False,0,0,205.265,97.78,0.2365400000000008,5,2,1,False,,True,ligands_pdbqt/CHEMBL170988.pdbqt,-8.858,completed,vina_screening_full/poses/CHEMBL170988_out.pdbqt,vina_screening_full/logs/CHEMBL170988.log,18
CHEMBL1201288,DANTROLENE,Small molecule,4.0,1974.0,0,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,"InChI=1S/C14H10N4O5/c19-13-8-17(14(20)16-13)15-7-11-5-6-12(23-11)9-1-3-10(4-2-9)18(21)22/h1-7H,8H2,(H,16,19,20)/b15-7+",OZOMQRBLCMDCEG-VIZOYTHASA-N,314.26,314.26,1.74,118.05,1.0,6.0,0.0,2,CHEMBL1201288;CHEMBL928,DANTROLENE;DANTROLENE SODIUM,1,0.8770252823829651,True,True,True,1,False,C;N;O,,,False,False,23,4,False,0,0,314.257,118.05,1.7404999999999995,1,6,3,False,,True,ligands_pdbqt/CHEMBL1201288.pdbqt,-8.81,completed,vina_screening_full/poses/CHEMBL1201288_out.pdbqt,vina_screening_full/logs/CHEMBL1201288.log,19
CHEMBL880,FAMCICLOVIR,Small molecule,4.0,1994.0,0,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,"InChI=1S/C14H19N5O4/c1-9(20)22-6-11(7-23-10(2)21)3-4-19-8-17-12-5-16-14(15)18-13(12)19/h5,8,11H,3-4,6-7H2,1-2H3,(H2,15,16,18)",GGXKWVWZWMLJEH-UHFFFAOYSA-N,321.34,321.34,0.54,122.22,1.0,9.0,0.0,1,CHEMBL880,FAMCICLOVIR,1,0.9780322194099428,True,True,True,1,False,C;N;O,,,False,False,23,7,False,0,0,321.33700000000016,122.22,0.5409999999999998,1,8,2,False,,True,ligands_pdbqt/CHEMBL880.pdbqt,-8.802,completed,vina_screening_full/poses/CHEMBL880_out.pdbqt,vina_screening_full/logs/CHEMBL880.log,20
CHEMBL848,LENALIDOMIDE,Small molecule,4.0,2005.0,0,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,"InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,259.26,259.26,0.03,92.5,2.0,4.0,0.0,2,CHEMBL6068337;CHEMBL848,LENALIDOMIDE;LENALIDOMIDE HYDROCHLORIDE MONOHYDRATE,1,0.9915963649749756,True,True,True,1,False,C;N;O,,,False,False,19,1,False,0,0,259.265,92.5,0.0297999999999998,2,4,3,False,,True,ligands_pdbqt/CHEMBL848.pdbqt,-8.797,completed,vina_screening_full/poses/CHEMBL848_out.pdbqt,vina_screening_full/logs/CHEMBL848.log,21
CHEMBL27,PROPRANOLOL,Small molecule,4.0,1967.0,0,CC(C)NCC(O)COc1cccc2ccccc12,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N,259.35,259.35,2.58,41.49,2.0,3.0,0.0,2,CHEMBL1671;CHEMBL27,PROPRANOLOL;PROPRANOLOL HYDROCHLORIDE,1,0.8502275586128235,True,True,True,1,False,C;N;O,,,False,False,19,6,False,0,0,259.34900000000005,41.49,2.577500000000001,2,3,2,False,,True,ligands_pdbqt/CHEMBL27.pdbqt,-8.781,completed,vina_screening_full/poses/CHEMBL27_out.pdbqt,vina_screening_full/logs/CHEMBL27.log,22
CHEMBL1086,DIBUCAINE,Small molecule,4.0,1982.0,0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,"InChI=1S/C20H29N3O2/c1-4-7-14-25-19-15-17(16-10-8-9-11-18(16)22-19)20(24)21-12-13-23(5-2)6-3/h8-11,15H,4-7,12-14H2,1-3H3,(H,21,24)",PUFQVTATUTYEAL-UHFFFAOYSA-N,343.47,343.47,3.49,54.46,1.0,4.0,0.0,2,CHEMBL1086;CHEMBL1200612,DIBUCAINE;DIBUCAINE HYDROCHLORIDE,1,0.981208860874176,True,True,True,1,False,C;N;O,,,False,False,25,10,False,0,0,343.471,54.46,3.4853000000000023,1,4,2,False,,True,ligands_pdbqt/CHEMBL1086.pdbqt,-8.777,completed,vina_screening_full/poses/CHEMBL1086_out.pdbqt,vina_screening_full/logs/CHEMBL1086.log,23
CHEMBL24072,PRENYLAMINE,Small molecule,4.0,,1,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,"InChI=1S/C24H27N/c1-20(19-21-11-5-2-6-12-21)25-18-17-24(22-13-7-3-8-14-22)23-15-9-4-10-16-23/h2-16,20,24-25H,17-19H2,1H3",IFFPICMESYHZPQ-UHFFFAOYSA-N,329.49,329.49,5.43,12.03,1.0,1.0,1.0,1,CHEMBL24072,PRENYLAMINE,1,0.8900670886039734,True,True,True,1,False,C;N,,,False,False,25,8,False,0,0,329.487,12.03,5.4294000000000056,1,1,3,False,,True,ligands_pdbqt/CHEMBL24072.pdbqt,-8.701,completed,vina_screening_full/poses/CHEMBL24072_out.pdbqt,vina_screening_full/logs/CHEMBL24072.log,24
CHEMBL1401,NITAZOXANIDE,Small molecule,4.0,2002.0,0,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,"InChI=1S/C12H9N3O5S/c1-7(16)20-9-5-3-2-4-8(9)11(17)14-12-13-6-10(21-12)15(18)19/h2-6H,1H3,(H,13,14,17)",YQNQNVDNTFHQSW-UHFFFAOYSA-N,307.29,307.29,2.23,111.43,1.0,7.0,0.0,1,CHEMBL1401,NITAZOXANIDE,1,0.942504632472992,True,True,True,1,False,C;N;O;S,,,False,False,21,4,False,0,0,307.28700000000003,111.43,2.2289000000000003,1,7,2,False,,True,ligands_pdbqt/CHEMBL1401.pdbqt,-8.674,completed,vina_screening_full/poses/CHEMBL1401_out.pdbqt,vina_screening_full/logs/CHEMBL1401.log,25
CHEMBL855,TRIPROLIDINE,Small molecule,4.0,1982.0,0,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,"InChI=1S/C19H22N2/c1-16-7-9-17(10-8-16)18(19-6-2-3-12-20-19)11-15-21-13-4-5-14-21/h2-3,6-12H,4-5,13-15H2,1H3/b18-11+",CBEQULMOCCWAQT-WOJGMQOQSA-N,278.4,278.4,3.92,16.13,0.0,2.0,0.0,2,CHEMBL3188034;CHEMBL855,TRIPROLIDINE;TRIPROLIDINE HYDROCHLORIDE,1,0.9855218291282654,True,True,True,1,False,C;N,,,False,False,21,4,False,0,0,278.399,16.130000000000003,3.917520000000003,0,2,3,False,,True,ligands_pdbqt/CHEMBL855.pdbqt,-8.621,completed,vina_screening_full/poses/CHEMBL855_out.pdbqt,vina_screening_full/logs/CHEMBL855.log,26
CHEMBL1201198,PEMIROLAST,Small molecule,4.0,1999.0,0,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,"InChI=1S/C10H8N6O/c1-6-3-2-4-16-9(6)11-5-7(10(16)17)8-12-14-15-13-8/h2-5H,1H3,(H,12,13,14,15)",HIANJWSAHKJQTH-UHFFFAOYSA-N,228.22,228.22,0.18,88.83,1.0,6.0,0.0,2,CHEMBL1201050;CHEMBL1201198,PEMIROLAST;PEMIROLAST POTASSIUM,1,0.7426159858703614,True,False,True,1,False,C;N;O,,,False,False,17,1,False,0,0,228.21500000000003,88.83,0.1830199999999999,1,5,3,False,,True,ligands_pdbqt/CHEMBL1201198.pdbqt,-8.62,completed,vina_screening_full/poses/CHEMBL1201198_out.pdbqt,vina_screening_full/logs/CHEMBL1201198.log,27
CHEMBL806,FLUTAMIDE,Small molecule,4.0,1989.0,0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,"InChI=1S/C11H11F3N2O3/c1-6(2)10(17)15-7-3-4-9(16(18)19)8(5-7)11(12,13)14/h3-6H,1-2H3,(H,15,17)",MKXKFYHWDHIYRV-UHFFFAOYSA-N,276.21,276.21,3.21,72.24,1.0,3.0,0.0,1,CHEMBL806,FLUTAMIDE,1,0.9766529560089112,True,True,True,1,False,C;F;N;O,,,False,False,19,3,False,0,0,276.21399999999994,72.24,3.2081000000000017,1,3,1,False,,True,ligands_pdbqt/CHEMBL806.pdbqt,-8.617,completed,vina_screening_full/poses/CHEMBL806_out.pdbqt,vina_screening_full/logs/CHEMBL806.log,28
CHEMBL457,GEMFIBROZIL,Small molecule,4.0,1981.0,0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N,250.34,250.34,3.57,46.53,1.0,2.0,0.0,1,CHEMBL457,GEMFIBROZIL,1,0.6099126547574997,True,False,True,1,False,C;O,,,False,False,18,6,False,0,0,250.338,46.53,3.573240000000002,1,2,1,False,,True,ligands_pdbqt/CHEMBL457.pdbqt,-8.601,completed,vina_screening_full/poses/CHEMBL457_out.pdbqt,vina_screening_full/logs/CHEMBL457.log,29
CHEMBL46917,CARBARIL,Small molecule,4.0,,1,CNC(=O)Oc1cccc2ccccc12,"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)",CVXBEEMKQHEXEN-UHFFFAOYSA-N,201.22,201.22,2.56,38.33,1.0,2.0,0.0,1,CHEMBL46917,CARBARIL,1,0.9887970328330994,True,True,True,1,False,C;N;O,,,False,False,15,1,False,0,0,201.225,38.33,2.5580000000000007,1,2,2,False,,True,ligands_pdbqt/CHEMBL46917.pdbqt,-8.598,completed,vina_screening_full/poses/CHEMBL46917_out.pdbqt,vina_screening_full/logs/CHEMBL46917.log,30
CHEMBL4279047,VORASIDENIB,Small molecule,4.0,2024.0,0,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,"InChI=1S/C14H13ClF6N6/c1-6(13(16,17)18)22-11-25-10(8-4-3-5-9(15)24-8)26-12(27-11)23-7(2)14(19,20)21/h3-7H,1-2H3,(H2,22,23,25,26,27)/t6-,7-/m1/s1",QCZAWDGAVJMPTA-RNFRBKRXSA-N,414.74,414.74,4.31,75.62,2.0,6.0,0.0,1,CHEMBL4279047,VORASIDENIB,1,0.6349869549274445,True,False,True,1,False,C;Cl;F;N,,,False,False,27,5,False,0,0,414.741,75.62,4.312400000000001,2,6,2,False,,True,ligands_pdbqt/CHEMBL4279047.pdbqt,-8.587,completed,vina_screening_full/poses/CHEMBL4279047_out.pdbqt,vina_screening_full/logs/CHEMBL4279047.log,31
CHEMBL76370,TEGASEROD,Small molecule,4.0,2002.0,1,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,"InChI=1S/C16H23N5O/c1-3-4-5-8-18-16(17)21-20-11-12-10-19-15-7-6-13(22-2)9-14(12)15/h6-7,9-11,19H,3-5,8H2,1-2H3,(H3,17,18,21)/b20-11+",IKBKZGMPCYNSLU-RGVLZGJSSA-N,301.39,301.39,2.81,85.29,4.0,3.0,0.0,2,CHEMBL1516474;CHEMBL76370,TEGASEROD;TEGASEROD MALEATE,1,0.6000082552433014,True,False,True,1,False,C;N;O,,,False,False,22,7,False,0,0,301.3940000000001,85.29,2.8145700000000007,4,3,2,False,,True,ligands_pdbqt/CHEMBL76370.pdbqt,-8.58,completed,vina_screening_full/poses/CHEMBL76370_out.pdbqt,vina_screening_full/logs/CHEMBL76370.log,32
CHEMBL1200868,PHENYL AMINOSALICYLATE,Small molecule,4.0,1982.0,0,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,"InChI=1S/C13H11NO3/c14-9-6-7-11(12(15)8-9)13(16)17-10-4-2-1-3-5-10/h1-8,15H,14H2",DNVVZWSVACQWJE-UHFFFAOYSA-N,229.24,229.24,2.19,72.55,2.0,4.0,0.0,1,CHEMBL1200868,PHENYL AMINOSALICYLATE,1,0.5445596516132355,True,False,True,1,False,C;N;O,,,False,False,17,2,False,0,0,229.23500000000004,72.55000000000001,2.1936,2,4,2,False,,True,ligands_pdbqt/CHEMBL1200868.pdbqt,-8.564,completed,vina_screening_full/poses/CHEMBL1200868_out.pdbqt,vina_screening_full/logs/CHEMBL1200868.log,33
